category,service_name,description,unit,price,regulation_reference,source_page
Tepung Sagu,"Keadaan : bentuk, warna, bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Benda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Serangga dalam semua bentuk stadia,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Jenis pati lain selain pati sagu,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kehalusan lolos ayakan : 100 mesh,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kadar air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kadar pati,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kadar serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Derajat asam,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Residu SO2,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Sagu,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,"Keadaan : bau, rasa, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Benda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Serangga (dalam segala bentuk stadia,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Jenis pati lain selain tepung pisang,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Kehalusan lolos ayakan : 60 mesh,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Sulfit (SO2),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Pisang,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,"Keadaan : bau, rasa, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Bendabenda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Serangga (dalam bentuk stadia,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Abu silikat,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,31
Tepung Bumbu,Derajat asam,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Pengawet,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Pewarna,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Bumbu,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,"Keadaan : bentuk, bau, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Benda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Serangga dalam semua bentuk stadia,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kehalusan lolos ayakan 212 µm No. 70,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kadar air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kadar protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Keasaman,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Falling number,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Besi (Fe),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Seng (Zn),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Vitamin B1 (tiamin),,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Vitamin B2 (riboflafin),,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Asam folat,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Merkuri (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Terigu,Bacillus cereus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,"Keadaan : bau, rasa, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Bendabenda asing,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Serangga,,per sampel,20000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Jenis pati,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Derajat putih,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Derajat asam,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Asam sianida,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Kehalusan lolos ayakan : 80 mesh,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Pati,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,32
Tepung Singkong,Pemutih,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Pematang tepung,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Tepung Singkong,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,"Keadaan : bentuk, bau, warna",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Kadar air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Kadar pati,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Derajat putih,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Derajat asam,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Bacillus cereus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Tapioka,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,"Keadaan : warna, bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Jml gula (sbg sakarosa),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,siklamat 1. Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,sakarin 2. Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Pewarna,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Pengawet,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Timah (Sn),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Bakteri coliform,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Staphylococcus aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,33
Dodol Sirsak,Vibrio Corellas,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,34
Dodol Sirsak,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Dodol Sirsak,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,"Keadaan : warna, bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Jml gula (sbg sakarosa),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Kadar protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Kadar Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,siklamat 1. Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,sakarin 2. Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Pewarna (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Pengawet,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Jenang Dodol,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,"Keadaan : warna, bau, rasa",,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Air,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Jml gula (sbg sakarosa),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,siklamat 1. Sakarin (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,sakarin 2. Siklamat (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Pewarna (kualitatif),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Pengawet,,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Getuk Singkong,Khamir,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,34
Emping Melinjo,"Keadaan : Bau, Rasa, Warna,",,per sampel,40000,Pergub Jateng No. 35 Tahun 2024,34
Penampakan,Emping tidak utuh,,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,34
Penampakan,Kadar air (metoda oven),,per sampel,50000,Pergub Jateng No. 35 Tahun 2024,34
Penampakan,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,34
Penampakan,Protein,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,34
Penampakan,* Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
Penampakan,* Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,35
Penampakan,* Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,35
Penampakan,* Seng (Zn),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
Penampakan,Kadar cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Penampakan,* Kapang,,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Lemak kasar,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Fosfor ( P ) total,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Fosfor tersedia,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Energi metabolis ( ME ),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Total aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Lisin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Metionin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,35
( Broiler Finisher ),Metionin + sistin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Lemak kasar,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Fosfor ( P ) total,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Fosfor tersedia,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Total aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Total Digestible Nutrient (TDN),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Undergrated Dietery Protein (UDP),,per sampel,400000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Netral Detergent Fiber (NDF),,per sampel,200000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Staphylococcus aureus,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Timbel (Pb),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Alumunium (Al),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Perah ),Kadar cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Potong ),Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,35
Pakan Konsentrat ( Sapi Potong ),Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Lemak kasar,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Fosfor ( P ) total,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Total aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Total Digestible Nutrient (TDN),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Undergrated Dietery Protein (UDP),,per sampel,400000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Netral Detergent Fiber (NDF),,per sampel,200000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Angka Lempeng Total (ALT),,per sampel,125000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Escherichia coli,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Salmonella,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Raksa (Hg),,per sampel,300000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Timbel (Pb),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Alumunium (Al),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Kadmium (Cd),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Tembaga (Cu),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Pakan Konsentrat ( Sapi Potong ),Kadar cemaran Arsen (As),,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Lemak kasar,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Fosfor ( P ) total,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Fosfor tersedia,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Energi metabolis ( ME ),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Total aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Lisin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Metionin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Metionin + sistin,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,36
(Broiler Concentrate ),Triptofan,,per sampel,500000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Lemak kasar,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Fosfor ( P ) total,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Fosfor tersedia,,per sampel,150000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Energi metabolis ( ME ),,per sampel,100000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Total aflatoksin,,per sampel,1500000,Pergub Jateng No. 35 Tahun 2024,36
Baku Pakan,Kadar Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,37
Baku Pakan,Kadar Calsium ( Ca ),,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,37
Baku Pakan,Kadar fosfat ( sebagai P2O5 ),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,37
Baku Pakan,Kadar fosfat ( P ),,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,37
Baku Pakan,Kadar pasir/ silika,,per sampel,75000,Pergub Jateng No. 35 Tahun 2024,37
Baku Pakan,Kehalusan ( mesh 25 ),,per sampel,30000,Pergub Jateng No. 35 Tahun 2024,37
Pakan,Kadar air (metoda oven),,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,37
Pakan,Protein kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,37
Pakan,Serat kasar,,per sampel,90000,Pergub Jateng No. 35 Tahun 2024,37
Pakan,Kadar abu,,per sampel,60000,Pergub Jateng No. 35 Tahun 2024,37
Pakan,Kadar Lemak,,per sampel,110000,Pergub Jateng No. 35 Tahun 2024,37
